id,shortcode,height,width,gating_info,fact_check_overall_rating,fact_check_information,sensitivity_friction_info,media_overlay_info,media_preview,display_url,accessibility_caption,is_video,tracking_token,tagged_users,caption,caption_is_edited,has_ranked_comments,comments,comments_disabled,commenting_disabled_for_viewer,timestamp,likes,location,viewer_has_liked,viewer_has_saved,viewer_has_saved_to_collection,viewer_in_photo_of_you,viewer_can_reshare,video_url,has_audio,video_view_count,username,full_name,profile_pic_url,profile_pic_url_hd,upload_date,hashtags
2512550909637056697,CLeX72BAFi5,1080,1080,,,,,,ACoqkXUZFGMAVprISgMnVuwHT0zWLbP5TZ4OeM+ma1JopBkqAxPv+pz1PH0rJ6aJG9lcS42ggAA5Ge3P+fzqrvRht5XPfkVDchyBkEHOe3HAOPTqP1pSHk6AkdOeMf8A6qExNEsdwYW2n5gOPqKvieA9yKyXXYQjg4xkN7d/17UzenrWllLdJ/Iy2JbdCrA43Acmpp5mcYUNtz1UHj0NQ2cqu+Mjof8AI960WbzF2xhsA5yOowM5+p4x/KspaPub83NraxntFPF8pXfuBH/1yex7VCJZ4U2upOBgEckZ7n8OlWAXXdLJvCMOem7k9h29aqSfu+YQwz2c9R2x349vWhO/b5k7f8AdGCy5PP8AT/8AXSeUPQU7HlKAw2sR+Y+v8xTfMHrWqVyeZLRq/wAyG3kWNwx9xn0J6H8K1N8q7SCoXOT8wAPv7/1rCNPgdiMZOAemeKmS6ii+hrO53MwIO4jbnJwB6AcD69apywzTOWOMZxk8DA9M81JbjAJHXnmku2Py8npQopa9Srj3WMR7ZmyRzkdQfxOOlZBkHbpSyEkGoKpaGcj/2Q==,https://instagram.fbey5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/150867868_899249617554866_3883289310797637780_n.jpg?_nc_ht=instagram.fbey5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=XLuFswaC85UAX_X2ZWR&tp=1&oh=12ad9c622a7ad347815d5247b83d65b5&oe=6060E23D,"Photo by Chicken Way on February 19, 2021. May be an image of food.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMDQ3ZjBjYzg1MDc5NDA5YThmZDYxZjZiMTE2NDliOWYyNTEyNTUwOTA5NjM3MDU2Njk3Iiwic2VydmVyX3Rva2VuIjoiMTYxNDE3MTEyMDE0OXwyNTEyNTUwOTA5NjM3MDU2Njk3fDM1NDA4MTM0fDA1MjVlNzczZmZlNmI1NGRkOTRhY2EyZTAwMTVkNTMyODIwNWU0MjEwZjA3MGY2OWYyZWFjZTcwZmE1M2U4ODQifSwic2lnbmF0dXJlIjoiIn0=,[],"شفتو من بعيد، عجبني، ريحتو الحلوة واصلة لآخر الدنيا..
حبيتو من أول كدشة..

📍""كل بوست بينزل، معنا حدا رح يربح""📍

❤️🐔 #تشيكن_واي ❤️🐔
🛵 للطلب التواصل : 01660707
📲 او عبر الوتساب:
👉👉https://wa.me/96171559741

أوتستراد هادي نصر الله | راس النبع | الجناح، سنترو مول.
#chickenway #friedchicken #restaurant #beirut",False,True,17,False,False,1613739430,-1,,False,False,False,False,True,,,,chickenway.lb,Chicken Way,,,2021-02-19 14:57:10,"['تشيكن_واي', 'chickenway', 'friedchicken', 'restaurant', 'beirut']"
2506125382156095638,CLHi8HOARCW,1080,1080,,,,,,ACoq6aqc92Eby1I39cNkDGCeuCM8VcqB7aNyWYZLjaT3x6e3Xt1oApNqOAD8o3LuXk88gHjGeuffvSw6gGYByvPHy7s7jjHbpz1pnlwef9nKADGQcnr1I68D6f1p0sdvDIke35mPByeOmCeeeQAPxqLl8r2tur/I1KKgNwolEPViM/T6/Wp6q9yWmt+pG8ioQGOC3A96rsHDFlYgHHB5Ax6emasSpvXHXuPrWc0iq3LbWHTcMfr0rKba9DSKvtv942S2Mj+Y2dwxyDjpj/69V5rNpDvYtuPc49B7fX8qtBnVSc7s85BBx/8AW/CmGd8YbAI68dutZc3qbLm6BY2jRSlmIYYOD3zkf0rYrHtQ7yBiSMDkev4f59q166IbGNRtvV30FqKWFJRhgCKloqzNO2qKAt0hYIgwGyc554/n+dPe03d/0H88Zq5RU2Q3JvXr18yKKFYxx+fepKWiqJP/2Q==,https://instagram.fbey5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/147955399_246548027119111_2228077118424771905_n.jpg?_nc_ht=instagram.fbey5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=b0K9W9ACPYEAX8GlNi3&tp=1&oh=ae629d9e97515f39667615fb36a00a2c&oe=606025EB,"Photo by Chicken Way on February 10, 2021. May be an image of food and text.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMDBlM2I5OGNkYjU5NDM5YmI1YTZmMWE4OTA1M2E1YzEyNTA2MTI1MzgyMTU2MDk1NjM4Iiwic2VydmVyX3Rva2VuIjoiMTYxNDE3MTEzMTAwN3wyNTA2MTI1MzgyMTU2MDk1NjM4fDM1NDA4MTM0fDA2NTFmMmFhODAzNTJlZDA1NmQ2ZDhhZjY4ZDRiOTFkOGYzMDVmYzZlNThjOGU2MTdhOTIwZjdiNTc3ZTg0NWEifSwic2lnbmF0dXJlIjoiIn0=,[],"مين بيقدر يوصفلنا شعور الدجاجة وهي نايمة جوا الخبزة هيدي؟
ممددة ومرتاحة، سخنة ولذيذة، وريحتها الحلوة فواحة..

والعصافير تزقزق 🤔

مين الرابح بدو يكون؟
ما تنسوا اللايك والشير والمنشن

📍""كل بوست بينزل، معنا حدا رح يربح""📍
❤️🐔 #تشيكن_واي ❤️🐔
🛵 للطلب التواصل : 01660707
📲 او عبر الوتساب: 71559741
فرع أول: أوتستراد هادي نصر الله
فرع ثاني: بشارة الخوري، راس النبع بيروت.
فرع ثالث: الجناح، سنترو مول.
يمكنكم الطلب من خلال الرابط التالي مباشرةً:
👉👉https://wa.me/96171559741
#chickenway #friedchicken #restaurant #beirut",True,True,89,False,False,1612973448,-1,,False,False,False,False,True,,,,chickenway.lb,Chicken Way,,,2021-02-10 18:10:48,"['تشيكن_واي', 'chickenway', 'friedchicken', 'restaurant', 'beirut']"
2504622269213505680,CLCNK8NAPiQ,1080,1080,,,,,,ACoq16Q5pazbu8KHYnbqff0H07mvKjFydkdSV/JLdmgSw7frRlu4x+Nc2ZSTmrlteMh2n5h6f4f4Vu6LSvo/v/zBcstIy17NWv6f8Gxt0UgIYZHINLXOISuYkJJ5rp6xLy2KNuH3T0/w/wAK3otJ69Src0XFb6P1t0/X5EcEMboS5IbPbGAKY7qvyIOhB3d8j+lQYNTQwtI2B1/l7mup6Xk5adEZxTdko2tu30/yNq0JMYJ9/wCdWqYiBFCjoBinV57d22aN3ba7hSEBhg8g0tFQSU2tYwwG3rnue1WURUGFAA9qfRVNt7lOTejb+8KKKKQj/9k=,https://instagram.fbey5-2.fna.fbcdn.net/v/t51.2885-15/e35/146795047_3893966863993422_5935484893650543197_n.jpg?_nc_ht=instagram.fbey5-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=qBtRaYeIT6EAX87Rj_8&tp=1&oh=6225e705ca0ad2ce42a4aef43cd7fc2a&oe=605FDD23,"Photo by Chicken Way on February 08, 2021. May be an image of text that says 'NOW OPENING 11:00 11:00AM AM 2:00AM'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiOTM2OGU3NTg3MWFmNGRiODgyZjM5MDgwNzVlMDhlZmEyNTA0NjIyMjY5MjEzNTA1NjgwIiwic2VydmVyX3Rva2VuIjoiMTYxNDE3MTE0MTg4OHwyNTA0NjIyMjY5MjEzNTA1NjgwfDM1NDA4MTM0fDYzODUxNTI4ZmMzZjFhYjRlNzA0ODg3N2MyNjgyZTU4NTcyNmFlM2RlODEwYzcxYTIzNTQ1ZTgzYzA1ODFmYmQifSwic2lnbmF0dXJlIjoiIn0=,[],"اعلان هام لكل شخص بيجوع بعد نص ليل..
انا اول حدا فرحت بهيدا الخبر.

مددنا وقت الديلفري من الساعة ١١.٠٠ صباحاً للساعة ٢.٠٠ بعد نص ليل

ما تنسوا اللايك والشير والمنشن

📍""كل بوست بينزل، معنا حدا رح يربح""📍

❤️🐔 #تشيكن_واي ❤️🐔
🛵 للطلب التواصل : 01660707
📲 او عبر الوتساب: 71559741
فرع أول: أوتستراد هادي نصر الله
فرع ثاني: بشارة الخوري، راس النبع بيروت.
فرع ثالث: الجناح، سنترو مول.
يمكنكم الطلب من خلال الرابط التالي مباشرةً:
👉👉https://wa.me/96171559741
#chickenway #friedchicken #restaurant #beirut",False,False,0,False,False,1612794263,-1,,False,False,False,False,True,,,,,Chicken Way,,,2021-02-08 16:24:23,"['تشيكن_واي', 'chickenway', 'friedchicken', 'restaurant', 'beirut']"
2500927167114907694,CK1FAINAhAu,1080,1080,,,,,,ACoqZGoZMdM9CPX1HvUJkZ22SAZXP0b/AD1xSwjYM545+X39farBQNjsO/rnP8+cdK5b2OgUqAOAMjjOP1/D/wCtTBaxvD58jbd2WH1zwPr2/wD1VbtItwYt0PH/ANf/AD6VjtvI2AkmNjgYz+X+e9bQVld9TOTJlCKAI8dDkjnngfpT8H3qtbIULZ4HH169av8Ay1LdnY0WqXQZaru+bGOnXv1/lU7zAgjoenNQRglQo6DqPfrTGtjKfl7EH8yf6c1l11GzWSXbGcDB7e+e/wDOqPk7Bg5znII7n/EdcHrjrmo7hTGodTkjjHr9PeiJ3lXqMdx3ok21e+iJSSBzg5xyf8//AKvrxRuqC63Dae3T05qvvPqf1ppXSKuWfPMeV9e/pRHeBWweRj9R/TH61WlqA1pypkNm6VklTeFznlRnk+4/OswTIeHJ7/n+Fatsx8lee1YXvQkguPdw+MZ/H+lM4ppptVYm5//Z,https://instagram.fbey5-2.fna.fbcdn.net/v/t51.2885-15/e35/145667006_2850280258534960_4806189501970191308_n.jpg?_nc_ht=instagram.fbey5-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=7MSgAie1Yo0AX91Dswf&tp=1&oh=63f1caa7b74429f19a54747ef3ff0293&oe=6060752F,"Photo by Chicken Way on February 03, 2021. May be an image of french fries and text that says 'CHICKEN WAY'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMWYxYmIwY2MxMGY1NDQ2NGExNzBkODNkODY4ZDQ3YzMyNTAwOTI3MTY3MTE0OTA3Njk0Iiwic2VydmVyX3Rva2VuIjoiMTYxNDE3MTE1MjgzMHwyNTAwOTI3MTY3MTE0OTA3Njk0fDM1NDA4MTM0fGYzMjE4MWNiYjQzYzA1NDUxNWY3MjQyYzZlYjg5ZTI5ZWJlZjMxOWVjNWUxZTBiZjhlZDI5Y2NhN2U0MGQ5OGEifSwic2lnbmF0dXJlIjoiIn0=,[],"شتقنا لشوفتكم تعبوا الصالة، بس خوفنا عليكم اكبر..
خليكم بالبيت واطلبوا اشهى واتيب الوجبات..

مين بيعرف وين الغلط بالجملة وبيربح معنا؟

ما تنسوا اللايك والشير والمنشن

📍""كل بوست بينزل، معنا حدا رح يربح""📍
❤️🐔 #تشيكن_واي ❤️🐔
🛵 للطلب التواصل : 01660707
📲 او عبر الوتساب: 71559741
فرع أول: أوتستراد هادي نصر الله
فرع ثاني: بشارة الخوري، راس النبع بيروت.
فرع ثالث: الجناح، سنترو مول.
يمكنكم الطلب من خلال الرابط التالي مباشرةً:
👉👉https://wa.me/96171559741
#chickenway #friedchicken #restaurant #beirut",False,True,122,False,False,1612353772,-1,,False,False,False,False,True,,,,chickenway.lb,Chicken Way,,,2021-02-03 14:02:52,"['تشيكن_واي', 'chickenway', 'friedchicken', 'restaurant', 'beirut']"
2491490749917677532,CKTjaL2A8fc,1080,1080,,,,,,ACoqys0U2rFts34cFgeAoGSSfT6ev9KTdlcYzYfYfUgf1roLOPy4lHc8n6msg2ys2chVzyOWx65YDGfxOPWtdZlyAD1/LHbB6Ee9ctSXMkl6mkVYs0UlFcxqclVyyUHce52rx1wc5x9cY/GqVSQyeUS5+6Rgjue4x6Edc16Mk2mkcy3Oi2hcegB5H4enT8OKiChZCO3DD2JyDj6459wTVdb1SvDDp3BB/IA9PY4p0LeYdw/UY57HHp6D655rz1Fq9/61Oi6ZpCiqiSPvCnp06dcD1+tWaTVi2rHMR7NrbhlsDbyRznnp19ecDg1EE3kKOpOPzoqzZf65fqf5GvSbsm/I5Ean2ZRxjpxVuCJF5J554xRSivPvbzOixYdlwcY/KoaSihu+o0rH/9k=,https://instagram.fbey5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/140511117_1518888131650603_7418045002018463004_n.jpg?_nc_ht=instagram.fbey5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=XVjBrp4YMVwAX88x5Xp&tp=1&oh=83a007dee2d3a14cb1146a6db5776929&oe=6060B5B9,"Photo by Chicken Way on January 21, 2021. May be an image of food and text that says '11 12 1 10 2 9 3 8 4. 7 5 · 6 4:00 PM LAST ORDER'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiY2QyZmEyOGViZjhlNDgzZjk2OThkMGY1OWEwZTAzOGIyNDkxNDkwNzQ5OTE3Njc3NTMyIiwic2VydmVyX3Rva2VuIjoiMTYxNDE3MTE2NDQ0NXwyNDkxNDkwNzQ5OTE3Njc3NTMyfDM1NDA4MTM0fDJmOTY5YTA5ZDAzZWRkMjMyZjg3MDc2MzhkM2U2MTVhYTk0MWQ5MWQ0MGI4OGIyZTg1ZTE2MmRiN2M4MWQ0ZTQifSwic2lnbmF0dXJlIjoiIn0=,[],"انا شخصيا بجوع الساعة ٢ بعد نص ليل
بس شو بدنا نعمل اذا الوضع كورونا!!!

الحل الوحيد نصير ننام بالليل!! وناكل بالنهار
صبايا وشباب آخر موعد لاستقبال الطلبات على الساعة ٤.٠٠ العصر 😘

❤️🐔 #تشيكن_واي ❤️🐔

🛵 للطلب التواصل : 01660707
📲 او عبر الوتساب: 71559741
فرع أول: أوتستراد هادي نصر الله
فرع ثاني: بشارة الخوري، راس النبع بيروت.
فرع ثالث: الجناح، سنترو مول.

يمكنكم الطلب من خلال الرابط التالي مباشرةً:
👉👉https://wa.me/96171559741

#chickenway #friedchicken #restaurant #beirut",False,False,0,False,False,1611228863,-1,,False,False,False,False,True,,,,,Chicken Way,,,2021-01-21 13:34:23,"['تشيكن_واي', 'chickenway', 'friedchicken', 'restaurant', 'beirut']"
2489473494300215540,CKMYvQJg8j0,1080,1080,,,,,,ACoq11UEf4U7Yvv+X/1qRGAGOlDP/d6+9eYnBRTdm/x/M6He5Cc5xxSDPcinE/3up5qJirkYx04yPpn/AD71ly3d9l9+hpfoTYHP6cj/AAqLn2pPLUDAIyOnHPbvn9aXB9qqpa6tbbp/w41/VxRnvjH1p+GxnjFRbQasqCUGeOPwopw52/ImTsVUnjmG05DqeCO49fp2OarvtRy/U9vQ544HrU8k4DEBM+vTH5/5zVfPlZLHLHnA9ADxXU10+RK7kyvvXP3SegYYNJ8/qP8AP4VTe6UqG5yMjjsPf/D6VMJ1PPFc8ocuxqpdy0WbOB6UjK0gPJFSilNRGo4K0dH3M2rvUy5LeQABM8e+f8KgkSY4G08Vs0h61arPql+P+ZVjCWzlbqNoqyLOtI0lN1ZMaij/2Q==,https://instagram.fbey5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/139458541_1809890842509099_779434313072133213_n.jpg?_nc_ht=instagram.fbey5-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Enoo0kFYObUAX-Vf0pl&tp=1&oh=53d742c6d6991c06a13b99393c1b9b4c&oe=605E4583,"Photo by Chicken Way on January 18, 2021. May be an image of food and text that says 'CHICKEN WAY SUPER LUNCH BOX 20,000 LBP 71559741 41 97 01660707'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNjFiNjA0NjM0YTI5NGZiMWJhNmM3NWFlNDAzZGEwZjIyNDg5NDczNDk0MzAwMjE1NTQwIiwic2VydmVyX3Rva2VuIjoiMTYxNDE3MTE3NTE5M3wyNDg5NDczNDk0MzAwMjE1NTQwfDM1NDA4MTM0fGI0NGVhMDAyZjA5MTMwOTdlNjk0YmI5NTgzZDFlZTU4MDgwOTgyODAyMjkyY2FkZTg2NjlhYjcxOTdhNzk0NzEifSwic2lnbmF0dXJlIjoiIn0=,[],"عم تخطر عبالي بالحجر الصحي
عم فكر اطلبلك، بس ما تعيشا كتير باكلهن انا

منشن ابو الكرم لي بياكل لحالو وبيخاف يضيِّف لي حواليه

🔴🔴🔴 عرض خاص بفترة الحجر 🔴🔴🔴
٤ قطع بروستد + بطاطا + سلطة + خبزة + ثوم

📍""كل بوست بينزل معنا حدا رح يربح""📍

❤️🐔 #تشيكن_واي ❤️🐔

🛵 للطلب التواصل : 01660707
📲 او عبر الوتساب: 71559741
فرع أول: أوتستراد هادي نصر الله
فرع ثاني: بشارة الخوري، راس النبع بيروت.
فرع ثالث: الجناح، سنترو مول.

يمكنكم الطلب من خلال الرابط التالي مباشرةً:
👉👉https://wa.me/96171559741

#chickenway #friedchicken #restaurant #beirut",False,True,18,False,False,1610988388,-1,,False,False,False,False,True,,,,chickenway.lb,Chicken Way,,,2021-01-18 18:46:28,"['تشيكن_واي', 'chickenway', 'friedchicken', 'restaurant', 'beirut']"
2486463572857813344,CKBsXIXI3lg,834,1080,,,,,,ACog6Kmru5z+FPxkUmMepoAydb/1C/74/ka5ZvWuo1v/AFC/74/ka50A91yPX/69arYh7jVI7jP44o4qYqAp4wcen61BViO1adFbBPTgjB/woNzH6/of8KsUVzmhh6zKskAKHOHHb/ZNc4vynPeun1v/AFC/74/ka5xXAGCM1rHYhjjKSMcc96iqxLOsiKgQKV6sO/6fick81WyKoR//2Q==,https://instagram.fbey5-2.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/137671760_686666895348330_7757108276207184163_n.jpg?_nc_ht=instagram.fbey5-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=_f3QY8Ne19cAX-p_T_m&tp=1&oh=d3b9b94319ae645ab2322b6125227d61&oe=6061C805,"Photo by Chicken Way on January 14, 2021. May be an image of ‎one or more people, hair, outdoors and ‎text that says '‎WAY CHICKEN C IMPACT سبب طلب التنقل موحم ع WAY CHICKEN كيفية التنقل رايحزحف reCAPTCHA الخصوصية و طلب إذن خاص للتنقل خلال فترة الإغلاق الكامل go to request Persona during outside lockdown أنا الست برنامج روبوت أرسل لجنة متابعة التدابير والإجراءات الوقائية لفيروس كورونا امنة_منابهه_النداسد و_نهه_هبه‎'‎‎.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiYzEwM2E2Zjg4ODNlNDJjN2E0ZThhZjNhYTVlZjg4YjEyNDg2NDYzNTcyODU3ODEzMzQ0Iiwic2VydmVyX3Rva2VuIjoiMTYxNDE3MTE4NjIyNnwyNDg2NDYzNTcyODU3ODEzMzQ0fDM1NDA4MTM0fDJiZWI5M2U1YjEwZjFhYmE3YjNkNmVhZjI0N2ExMjc5NWFkMWVjZGQ1MTk1ZmQwYmRmMmRhOTc4YzQ1MjJjMjEifSwic2lnbmF0dXJlIjoiIn0=,[],"كيفية تعبئة استمارة وتحصيل رخصة للغدا عند تشيكن واي..

منصة الفراريج ترحب بكم",False,False,5,False,False,1610629577,-1,,False,False,False,False,True,,,,chickenway.lb,Chicken Way,,,2021-01-14 15:06:17,[]
2481377694621677434,CJvn93JgLd6,874,1080,,,,,,ACohbCgPtirOwD/9VRi8RTgoRn0IqQzMThFP0zXO1K901b+vL9TXQMVXkIDAHvwKuBCRkkA1nXrBSN+ce1Xe/qK1izPbGNCx7df/AK3r1rJz7Gry4WPcW446sCTx6df8Kg81aa9BGkumxjnLfnSmPC5XgnBBPPA6cfSrEzELx0PH4ngfzqpOx27SOnQinJcystATsyuySDpk46EHg+xFWEt/PQJKMkHgjt+P+c1mh8HBJ/WtBJfl2oDk9/T/ABrJQd1r9ysW5aEiWcKZxnJ4/wA8U/7LH/nP+FPDNKOysOoP8x7Ht/iKj+zzf3x+R/xrS0u6+7/gmehLN2/31/nTjRRVklGT/WJ9W/lV1aKKAE/5bf8AAP8A2ap6KKYH/9k=,https://instagram.fbey5-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/135802761_151637069855428_4402517962385697576_n.jpg?_nc_ht=instagram.fbey5-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=QT-56AreAWkAX8eAKGY&tp=1&oh=3d1831b9c92b9e44407205de6f29817f&oe=605EC509,"Photo by Chicken Way on January 07, 2021. May be an image of food and text that says 'LOCK DOWN MEAL CHICKEN WAY 10,000 LBP 71 7155 97 41 0166 07 07'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMGYxYjY5NTJhODEwNDY4M2I1NmY1NjZiMWQ0N2M1ZTUyNDgxMzc3Njk0NjIxNjc3NDM0Iiwic2VydmVyX3Rva2VuIjoiMTYxNDE3MTE5NzYzNnwyNDgxMzc3Njk0NjIxNjc3NDM0fDM1NDA4MTM0fDBhMDlmNjIzNWJjNDljZDc2NjVjMTZlZWVlNTRkZTEwMDZlOGQ4MzFmNzBiZjVjZTdmODlmZDFjM2U5M2U0YjEifSwic2lnbmF0dXJlIjoiIn0=,[],"فترة الحجر والكورونا في ٣ شغلات تتسلوا فيهن
١ - الأكل من عند #تشكن_واي
٢ - المسلسلات
٣ - الثالثة يلي بيعرفها على مسؤوليته يحطها كومنت 😉

📍""كل بوست بينزل معنا حدا رح يربح""📍

❤️🐔 #تشيكن_واي ❤️🐔

🛵 للطلب التواصل : 01660707
📲 او عبر الوتساب: 71559741
فرع أول: أوتستراد هادي نصر الله
فرع ثاني: بشارة الخوري، راس النبع بيروت.
فرع ثالث: الجناح، سنترو مول.

يمكنكم الطلب من خلال الرابط التالي مباشرةً:
👉👉https://wa.me/96171559741

#chickenway #friedchicken #restaurant #beirut",False,False,7,False,False,1610023293,-1,,False,False,False,False,True,,,,chickenway.lb,Chicken Way,,,2021-01-07 14:41:33,"['تشكن_واي', 'تشيكن_واي', 'chickenway', 'friedchicken', 'restaurant', 'beirut']"
2476268608282454189,CJdeS3tIGit,1080,1080,,,,,,ACoq2Krgt5rZ+6F69vX9eamZ9gLdcDNI86gZyMH8un+eOtcZ1q/a99Ap4YgY7HtVCa7MSq20vuBPHbAz+X8vemfbySVRC53bQOmRg/MOPUEfrmmk90S7LRmlnPX5v5/geh/GniEnnn8v/r1mR3kjhT5ZAZtoyf16dBg59+mc1fqm/wCZC32ZnS3ReRoAOg69c+wqPyW25IHX68f571AkLG5dj91Tk46nPIH9Pb3rWV0UAPlCeQoHAH1rRRva3ZfeTGpKF79zMW4aN1BPB+Ur2Hv6/wA6S7bzJMZdMFY+2CWywPUdh+FWbu2WQeYvDev94euPXjg98Yq5tDdQD9RUytFrvb+mCvK9+9/+AYavGSnzucsEIHcqRk/e6MCuPoa6GmBF/ujjjoKkqJO5SVjJuDt3AcM5yOepAAx9fSqgeRuQx6f5/D2pmp/eX8f6Ukbttzk/nWsNkU0m2rbWLdsGyR64zn2/xrVWsWyYmZgSSAo/nWyKym7uxSWmhKKdUYp1QSf/2Q==,https://instagram.fbey5-2.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/134250844_432705898044851_6544879212378205909_n.jpg?_nc_ht=instagram.fbey5-2.fna.fbcdn.net&_nc_cat=111&_nc_ohc=jyU9BcFK8ZEAX8m9md4&tp=1&oh=54331417d77096ecc4e5f249abd22677&oe=605E31FC,"Photo by Chicken Way on December 31, 2020.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiYzNkNDNiNTIxNzZhNGE5MmExZWJjZmE1MTg0ZmM3MDYyNDc2MjY4NjA4MjgyNDU0MTg5Iiwic2VydmVyX3Rva2VuIjoiMTYxNDE3MTIxMTM1OHwyNDc2MjY4NjA4MjgyNDU0MTg5fDM1NDA4MTM0fDQyMTVjOTE3MWFhMjFkZTlkZmQ0ODI0ODJiMTkyZDhiNGI0NDlkY2M3OWMxY2RiNDIyMzhmMDU2ZGI5ZDBjOGUifSwic2lnbmF0dXJlIjoiIn0=,[],"شاركوا معنا من هلق للساعة ٩.٠٠ الليلة
اعمل شير لبوست ومنشن لكل اصحابك بالتعليقات..

حتى تربحوا وجبة عائلية من #تشكن_واي
وكل عام وانتم بألف خير",False,True,581,False,False,1609414243,-1,,False,False,False,False,True,,,,chickenway.lb,Chicken Way,,,2020-12-31 13:30:43,['تشكن_واي']
2475616054959794053,CJbJ6-EIeeF,1080,1080,,,,,,ACoql+zJ/EenWptqKOAMfSqzK21eq7ucjnj6e/pV9GjVcDnPf/PSuQ6r9iqzbTkAZ5Gari625Jxx6+vt61aS3UHqTnnHb+tDwrg8jI7HFNDepNFcFUDcsCM8cnn261UN7PnhFA9yc/jx1qAPs9R9aPtB9atS7GfIio9xj5U/3Vz6etXJJWRcKOOBnqfrisRcBgxIOOx4q+zbxlWwR2x/Ohoa0LStvwHY854+6D/n0qdY407YJ7k8/wD66yVjGcluPYH+vH61aBgi5LtID26fp3+tS436hzeRZlyoz1XOMHr+PsKb50f91aiuJ9xLRqCDjqOw446g++OlNERx9zHttFLlHe5TcKfeoTGOxxT+9Ka0WhBdt5rZItkqszH72O+Dxg7hjj0/Ws1WUHPzIfzqVeajYc1QbefqWVkO3aMOP1569fpUn2lvRv1rMfjpSh29T+dFkWrS8j//2Q==,https://instagram.fbey5-2.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/134483552_161276549091089_7213460936002967320_n.jpg?_nc_ht=instagram.fbey5-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=IME8SPkg5fEAX8gkD3z&tp=1&oh=619012bcc61260a93453b158c3ff6417&oe=605ED138,"Photo by Chicken Way on December 30, 2020. May be an image of food and text that says 'CHICKEN WAY'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMmE0MmMzNDdhZWMyNGY1OGEwN2Y0ZDQ2MDA2NmE4MDEyNDc1NjE2MDU0OTU5Nzk0MDUzIiwic2VydmVyX3Rva2VuIjoiMTYxNDE3MTIyMjc5OHwyNDc1NjE2MDU0OTU5Nzk0MDUzfDM1NDA4MTM0fDI5ZmFhMWNiNmI4NzdjOGJlZWRkMjY0MjAzYzhlZTM5N2Q1MDY1YmNjOWEzMmJjNDQ3NGZkODkyZGEyZjllYzgifSwic2lnbmF0dXJlIjoiIn0=,[],"اللقمة الطيبة صار الها ٣ عناوين..
حارة حريك وبشارة الخوري وسنترو مول يا حلوين

ناطرينكم بالجناح بفرعنا الجديد",False,False,2,False,False,1609336452,-1,,False,False,False,False,True,,,,chickenway.lb,Chicken Way,,,2020-12-30 15:54:12,[]
